Timestamp,CAN_ID_Hex,CAN_ID_Dec,ECU,DLC,Data_Hex,Data_Bytes,Bus_Load_%
18:46:13.627,0x200,512,ABS,8,01 00 01 01 00 00 00 00,"[1, 0, 1, 1, 0, 0, 0, 0]",0.0
18:46:14.135,0x101,257,ENGINE,8,19 00 00 00 00 00 00 00,"[25, 0, 0, 0, 0, 0, 0, 0]",0.0
18:46:14.690,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.49
18:46:15.244,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.49
18:46:15.792,0x200,512,ABS,8,00 00 00 01 00 00 00 00,"[0, 0, 0, 1, 0, 0, 0, 0]",0.34
18:46:16.361,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.34
18:46:16.912,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.36
18:46:17.623,0x200,512,ABS,8,00 00 01 01 00 00 00 00,"[0, 0, 1, 1, 0, 0, 0, 0]",0.28
18:46:18.286,0x200,512,ABS,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.28
18:46:18.845,0x200,512,ABS,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.3
18:46:19.359,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.3
18:46:19.903,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.36
18:46:20.469,0x200,512,ABS,8,00 00 00 01 00 00 00 00,"[0, 0, 0, 1, 0, 0, 0, 0]",0.36
18:46:21.021,0x200,512,ABS,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.34
18:46:21.633,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.34
18:46:22.208,0x500,1280,BMS,8,4A 00 DF 00 00 00 00 00,"[74, 0, 223, 0, 0, 0, 0, 0]",0.34
18:46:22.721,0x100,256,ENGINE,8,02 FB 00 00 00 00 00 00,"[2, 251, 0, 0, 0, 0, 0, 0]",0.3
18:46:23.491,0x200,512,ABS,8,01 00 00 00 00 00 00 00,"[1, 0, 0, 0, 0, 0, 0, 0]",0.3
18:46:24.004,0x201,513,ABS,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.28
18:46:24.560,0x200,512,ABS,8,03 01 02 02 00 00 00 00,"[3, 1, 2, 2, 0, 0, 0, 0]",0.36
18:46:25.106,0x200,512,ABS,8,03 03 04 03 00 00 00 00,"[3, 3, 4, 3, 0, 0, 0, 0]",0.36
18:46:25.669,0x200,512,ABS,8,05 06 07 06 00 00 00 00,"[5, 6, 7, 6, 0, 0, 0, 0]",0.34
18:46:26.234,0x200,512,ABS,8,08 07 09 09 00 00 00 00,"[8, 7, 9, 9, 0, 0, 0, 0]",0.34
18:46:26.786,0x200,512,ABS,8,09 0B 09 0A 00 00 00 00,"[9, 11, 9, 10, 0, 0, 0, 0]",0.34
18:46:27.326,0x200,512,ABS,8,0C 0C 0D 0D 00 00 00 00,"[12, 12, 13, 13, 0, 0, 0, 0]",0.34
18:46:27.885,0x100,256,ENGINE,8,05 88 0E 00 00 00 00 00,"[5, 136, 14, 0, 0, 0, 0, 0]",0.34
18:46:28.393,0x200,512,ABS,8,0F 0E 0F 0E 00 00 00 00,"[15, 14, 15, 14, 0, 0, 0, 0]",0.34
18:46:28.894,0x100,256,ENGINE,8,06 1A 11 00 00 00 00 00,"[6, 26, 17, 0, 0, 0, 0, 0]",0.36
18:46:29.292,0x900,2304,REGEN_BRAKE,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.36
18:46:29.849,0x200,512,ABS,8,15 14 13 15 00 00 00 00,"[21, 20, 19, 21, 0, 0, 0, 0]",0.41
18:46:30.402,0x100,256,ENGINE,8,06 F6 16 00 00 00 00 00,"[6, 246, 22, 0, 0, 0, 0, 0]",0.41
18:46:30.946,0x600,1536,MOTOR,8,03 DE C4 43 01 00 00 00,"[3, 222, 196, 67, 1, 0, 0, 0]",0.34
18:46:31.506,0x100,256,ENGINE,8,07 97 19 00 00 00 00 00,"[7, 151, 25, 0, 0, 0, 0, 0]",0.34
18:46:32.147,0x200,512,ABS,8,1B 1A 1A 1A 00 00 00 00,"[27, 26, 26, 26, 0, 0, 0, 0]",0.34
18:46:32.758,0x100,256,ENGINE,8,08 56 1E 00 00 00 00 00,"[8, 86, 30, 0, 0, 0, 0, 0]",0.3
18:46:33.315,0x200,512,ABS,8,1F 20 1F 1F 00 00 00 00,"[31, 32, 31, 31, 0, 0, 0, 0]",0.3
18:46:33.810,0x200,512,ABS,8,20 21 22 22 00 00 00 00,"[32, 33, 34, 34, 0, 0, 0, 0]",0.36
18:46:34.361,0x100,256,ENGINE,8,09 32 23 00 00 00 00 00,"[9, 50, 35, 0, 0, 0, 0, 0]",0.36
18:46:35.033,0x100,256,ENGINE,8,09 99 25 00 00 00 00 00,"[9, 153, 37, 0, 0, 0, 0, 0]",0.34
18:46:35.584,0x200,512,ABS,8,28 28 26 27 00 00 00 00,"[40, 40, 38, 39, 0, 0, 0, 0]",0.3
18:46:36.136,0x900,2304,REGEN_BRAKE,8,00 00 00 00 00 00 00 00,"[0, 0, 0, 0, 0, 0, 0, 0]",0.3
18:46:36.792,0x100,256,ENGINE,8,0A A1 2B 00 00 00 00 00,"[10, 161, 43, 0, 0, 0, 0, 0]",0.3
18:46:37.346,0x500,1280,BMS,8,4A 00 DF 16 00 00 00 00,"[74, 0, 223, 22, 0, 0, 0, 0]",0.3
18:46:37.840,0x400,1024,TRANSMISSION,8,03 03 00 00 00 00 00 00,"[3, 3, 0, 0, 0, 0, 0, 0]",0.36
18:46:38.346,0x600,1536,MOTOR,8,08 43 7B 35 01 00 00 00,"[8, 67, 123, 53, 1, 0, 0, 0]",0.36
18:46:38.904,0x100,256,ENGINE,8,07 4E 32 00 00 00 00 00,"[7, 78, 50, 0, 0, 0, 0, 0]",0.36
18:46:39.458,0x200,512,ABS,8,33 33 34 32 00 00 00 00,"[51, 51, 52, 50, 0, 0, 0, 0]",0.36
18:46:40.011,0x100,256,ENGINE,8,07 79 35 00 00 00 00 00,"[7, 121, 53, 0, 0, 0, 0, 0]",0.34
18:46:40.619,0x200,512,ABS,8,37 36 38 36 00 00 00 00,"[55, 54, 56, 54, 0, 0, 0, 0]",0.32
18:46:41.288,0x200,512,ABS,8,37 37 37 38 00 00 00 00,"[55, 55, 55, 56, 0, 0, 0, 0]",0.32
18:46:41.799,0x200,512,ABS,8,3A 39 39 3A 00 00 00 00,"[58, 57, 57, 58, 0, 0, 0, 0]",0.3
18:46:42.188,0x100,256,ENGINE,8,07 BA 3A 00 00 00 00 00,"[7, 186, 58, 0, 0, 0, 0, 0]",0.3
18:46:42.692,0x100,256,ENGINE,8,07 C3 3B 00 00 00 00 00,"[7, 195, 59, 0, 0, 0, 0, 0]",0.43
18:46:43.236,0x100,256,ENGINE,8,07 CB 3B 00 00 00 00 00,"[7, 203, 59, 0, 0, 0, 0, 0]",0.43
18:46:43.789,0x500,1280,BMS,8,49 00 DE 1D 00 00 00 00,"[73, 0, 222, 29, 0, 0, 0, 0]",0.32
18:46:44.293,0x100,256,ENGINE,8,07 CF 3B 00 00 00 00 00,"[7, 207, 59, 0, 0, 0, 0, 0]",0.32
18:46:44.918,0x101,257,ENGINE,8,23 22 00 00 00 00 00 00,"[35, 34, 0, 0, 0, 0, 0, 0]",0.36
18:46:45.465,0x200,512,ABS,8,3B 3B 3B 3A 00 00 00 00,"[59, 59, 59, 58, 0, 0, 0, 0]",0.36
18:46:45.914,0x200,512,ABS,8,3A 3B 3A 3B 00 00 00 00,"[58, 59, 58, 59, 0, 0, 0, 0]",0.36
18:46:46.459,0x100,256,ENGINE,8,07 AF 39 00 00 00 00 00,"[7, 175, 57, 0, 0, 0, 0, 0]",0.36
18:46:47.070,0x200,512,ABS,8,38 39 39 38 00 00 00 00,"[56, 57, 57, 56, 0, 0, 0, 0]",0.36
18:46:47.624,0x200,512,ABS,8,37 38 36 37 00 00 00 00,"[55, 56, 54, 55, 0, 0, 0, 0]",0.32
18:46:48.186,0x200,512,ABS,8,35 35 35 36 00 00 00 00,"[53, 53, 53, 54, 0, 0, 0, 0]",0.32
18:46:48.737,0x101,257,ENGINE,8,25 1B 00 00 00 00 00 00,"[37, 27, 0, 0, 0, 0, 0, 0]",0.34
18:46:49.297,0x100,256,ENGINE,8,07 4D 32 00 00 00 00 00,"[7, 77, 50, 0, 0, 0, 0, 0]",0.34
18:46:49.843,0x500,1280,BMS,8,49 00 DE 18 00 00 00 00,"[73, 0, 222, 24, 0, 0, 0, 0]",0.34
18:46:50.346,0x201,513,ABS,8,04 00 00 00 00 00 00 00,"[4, 0, 0, 0, 0, 0, 0, 0]",0.34
18:46:51.022,0x100,256,ENGINE,8,07 0C 2D 00 00 00 00 00,"[7, 12, 45, 0, 0, 0, 0, 0]",0.36
18:46:51.517,0x200,512,ABS,8,2C 2C 2D 2C 00 00 00 00,"[44, 44, 45, 44, 0, 0, 0, 0]",0.36
18:46:52.027,0x200,512,ABS,8,29 2B 29 2A 00 00 00 00,"[41, 43, 41, 42, 0, 0, 0, 0]",0.32
18:46:52.499,0x100,256,ENGINE,8,06 DF 29 00 00 00 00 00,"[6, 223, 41, 0, 0, 0, 0, 0]",0.32
18:46:53.166,0x100,256,ENGINE,8,06 D2 29 00 00 00 00 00,"[6, 210, 41, 0, 0, 0, 0, 0]",0.39
18:46:53.722,0x200,512,ABS,8,27 27 28 28 00 00 00 00,"[39, 39, 40, 40, 0, 0, 0, 0]",0.3
18:46:54.274,0x201,513,ABS,8,0E 00 00 00 00 00 00 00,"[14, 0, 0, 0, 0, 0, 0, 0]",0.3
18:46:54.848,0x100,256,ENGINE,8,06 C5 28 00 00 00 00 00,"[6, 197, 40, 0, 0, 0, 0, 0]",0.34
18:46:55.392,0x200,512,ABS,8,27 28 29 28 00 00 00 00,"[39, 40, 41, 40, 0, 0, 0, 0]",0.34
18:46:55.947,0x200,512,ABS,8,29 29 29 27 00 00 00 00,"[41, 41, 41, 39, 0, 0, 0, 0]",0.34
18:46:56.493,0x100,256,ENGINE,8,06 DA 29 00 00 00 00 00,"[6, 218, 41, 0, 0, 0, 0, 0]",0.34
18:46:56.997,0x200,512,ABS,8,2B 2B 2B 2A 00 00 00 00,"[43, 43, 43, 42, 0, 0, 0, 0]",0.34
18:46:57.490,0x100,256,ENGINE,8,06 F1 2B 00 00 00 00 00,"[6, 241, 43, 0, 0, 0, 0, 0]",0.34
18:46:57.992,0x100,256,ENGINE,8,07 01 2C 00 00 00 00 00,"[7, 1, 44, 0, 0, 0, 0, 0]",0.38
18:46:58.543,0x200,512,ABS,8,2F 2D 2E 2F 00 00 00 00,"[47, 45, 46, 47, 0, 0, 0, 0]",0.38
